UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
AC;12;00013;Acrelândia;7898;1797;0;453;41;888;73;0;5;11;3901;478;49;0;107;69;0;2;0;0;1;23
AC;12;00054;Assis Brasil;2272;406;0;31;0;204;25;0;4;3;1420;141;4;0;28;0;0;0;0;0;0;6
AC;12;00104;Brasiléia;13040;2910;0;359;381;1818;136;0;8;11;5490;1086;22;0;210;554;0;0;0;0;3;52
AC;12;00138;Bujari;2912;781;0;155;49;353;21;0;9;6;1324;94;18;0;46;51;0;0;0;0;1;4
AC;12;00179;Capixaba;2935;816;0;93;7;332;25;0;9;3;1424;155;19;0;38;11;0;0;0;0;0;3
AC;12;00203;Cruzeiro do Sul;41087;8401;0;795;145;3786;425;1;43;62;18551;8243;86;0;94;275;0;1;0;0;9;170
AC;12;00252;Epitaciolândia;8251;2268;0;322;108;1216;135;0;7;11;2972;853;19;0;139;176;0;0;0;0;3;22
AC;12;00302;Feijó;5118;744;0;121;7;387;46;0;56;4;2835;836;9;0;30;11;0;1;0;0;17;14
AC;12;00328;Jordão;205;20;0;6;0;24;2;0;0;0;108;43;1;0;1;0;0;0;0;0;0;0
AC;12;00336;Mâncio Lima;4463;784;0;101;4;360;31;0;2;4;2486;654;18;0;3;7;0;0;0;0;0;9
AC;12;00344;Manoel Urbano;1606;273;0;60;5;202;12;0;2;1;826;176;5;0;32;7;0;0;0;0;0;5
AC;12;00351;Marechal Thaumaturgo;486;13;0;14;0;38;1;0;0;0;340;69;9;0;0;0;0;0;0;0;1;1
AC;12;00385;Plácido de Castro;5810;1573;0;155;15;617;57;0;10;7;2700;499;31;0;99;25;3;1;0;0;6;12
AC;12;00807;Porto Acre;4759;1035;0;176;6;560;48;0;11;4;2617;195;44;0;44;11;0;2;0;0;0;6
AC;12;00393;Porto Walter;485;12;0;12;0;53;0;0;1;0;323;77;6;0;0;0;0;0;0;0;0;1
AC;12;00401;Rio Branco;215379;76056;0;4699;627;19694;4039;8;772;370;83887;17372;1005;0;4009;1053;55;45;0;3;137;1548
AC;12;00427;Rodrigues Alves;2160;277;0;32;1;147;11;0;2;2;1270;400;11;0;1;0;0;0;0;0;0;6
AC;12;00435;Santa Rosa do Purus;256;18;0;7;1;27;0;0;1;0;170;25;3;0;4;0;0;0;0;0;0;0
AC;12;00500;Sena Madureira;11183;1842;0;141;14;1146;80;0;35;6;5679;2065;11;0;95;30;0;1;0;0;2;36
AC;12;00450;Senador Guiomard;8321;2593;0;358;73;885;84;0;29;13;3357;576;41;0;191;88;1;1;0;0;3;28
AC;12;00609;Tarauacá;6246;758;0;170;20;487;50;0;9;18;3025;1587;22;0;31;38;0;0;0;0;8;23
AC;12;00708;Xapuri;5401;905;0;95;7;525;38;1;6;4;3329;401;7;0;57;12;1;0;0;0;3;10
AL;27;00102;Água Branca;5517;1297;0;158;10;599;43;0;17;102;3005;181;34;0;37;18;0;8;0;0;0;8
AL;27;00201;Anadia;3549;1274;0;63;0;203;108;0;8;35;1468;226;53;0;80;11;0;1;0;0;0;19
AL;27;00300;Arapiraca;137032;42071;0;3432;590;8497;2636;1;1512;508;53923;17828;676;0;2766;1160;10;12;0;0;37;1373
AL;27;00409;Atalaia;8840;4482;0;252;16;346;217;0;134;56;2309;249;189;0;464;63;0;10;0;0;2;51
AL;27;00508;Barra de Santo Antônio;3111;1253;0;38;6;151;57;0;237;13;1075;103;41;0;90;29;0;0;0;0;0;18
AL;27;00607;Barra de São Miguel;2698;1118;0;28;2;179;85;0;268;5;785;71;19;0;84;12;0;1;0;0;2;39
AL;27;00706;Batalha;4782;1479;0;166;10;341;56;0;0;47;2223;313;25;0;85;15;0;0;0;0;1;21
AL;27;00805;Belém;1454;385;0;15;0;81;23;0;2;19;834;37;9;0;42;5;0;0;0;0;0;2
AL;27;00904;Belo Monte;1004;226;0;34;1;86;7;0;0;18;591;19;8;0;5;5;0;0;0;0;0;4
AL;27;01001;Boca da Mata;6693;2140;0;219;29;334;99;0;17;87;2703;666;113;0;192;74;0;0;0;1;3;16
AL;27;01100;Branquinha;1856;539;0;37;0;111;25;0;20;25;990;38;29;0;33;8;0;0;0;0;0;1
AL;27;01209;Cacimbinhas;2727;767;0;100;0;173;32;0;7;39;1447;79;16;0;47;12;0;0;0;0;0;8
AL;27;01308;Cajueiro;3602;1241;0;95;2;147;72;0;16;12;1589;220;56;0;122;22;0;0;0;0;1;7
AL;27;01357;Campestre;818;356;0;48;5;67;39;0;0;50;183;26;12;0;24;5;0;0;0;0;1;2
AL;27;01407;Campo Alegre;6603;2351;0;173;79;379;95;2;48;125;2215;595;174;0;217;121;0;2;0;0;2;25
AL;27;01506;Campo Grande;3040;659;0;49;0;168;25;0;2;15;1935;132;23;0;19;4;0;0;0;0;0;9
AL;27;01605;Canapi;3643;966;0;105;3;292;25;0;6;107;1938;100;27;0;47;10;0;5;0;0;1;11
AL;27;01704;Capela;2537;958;0;67;6;144;55;0;29;5;988;94;73;0;86;25;0;0;0;0;0;7
AL;27;01803;Carneiros;1681;460;0;41;3;114;17;0;0;18;941;30;13;0;28;10;0;0;0;0;1;5
AL;27;01902;Chã Preta;1663;390;0;36;1;138;21;0;2;14;994;23;10;0;23;6;0;0;0;0;0;5
AL;27;02009;Coité do Nóia;3560;824;0;92;3;184;33;0;2;7;2157;184;32;0;24;8;0;0;0;0;4;6
AL;27;02108;Colônia Leopoldina;2375;974;0;119;4;171;79;0;6;41;824;61;42;0;38;5;0;0;0;0;0;11
AL;27;02207;Coqueiro Seco;1397;573;0;15;0;51;20;0;59;2;618;16;9;0;28;5;0;0;0;0;0;1
AL;27;02306;Coruripe;16955;5059;0;385;47;1180;251;0;140;96;6810;1764;299;0;627;196;0;1;0;2;1;97
AL;27;02355;Craíbas;7887;2243;0;231;22;572;88;0;24;46;3779;679;52;0;90;35;0;0;0;1;0;25
AL;27;02405;Delmiro Gouveia;26335;9393;0;1120;72;2123;391;1;352;509;9965;1702;146;0;309;128;0;10;0;0;11;103
AL;27;02504;Dois Riachos;3592;844;0;108;10;203;55;0;1;21;2118;100;19;0;69;32;1;0;0;6;0;5
AL;27;02553;Estrela de Alagoas;4249;1225;0;60;1;305;32;0;12;97;2284;112;28;0;71;13;0;0;0;0;0;9
AL;27;02603;Feira Grande;6171;1249;0;108;10;484;52;0;8;7;3471;661;55;0;39;16;1;0;0;0;0;10
AL;27;02702;Feliz Deserto;816;301;0;16;0;73;10;0;6;4;322;37;8;0;22;7;0;0;0;0;0;10
AL;27;02801;Flexeiras;1943;821;0;42;0;116;43;0;10;18;713;43;54;0;58;17;0;0;0;0;1;7
AL;27;02900;Girau do Ponciano;11564;3264;0;214;7;609;117;0;18;93;6228;753;114;0;98;23;0;0;0;0;1;25
AL;27;03007;Ibateguara;2911;879;0;66;2;214;49;0;3;73;1385;140;35;0;46;6;0;0;0;0;0;13
AL;27;03106;Igaci;7037;1995;0;156;0;483;66;0;8;116;3643;399;51;0;82;26;0;0;0;0;0;12
AL;27;03205;Igreja Nova;5814;1253;0;76;6;194;44;0;18;29;3622;318;126;0;82;39;0;1;0;0;0;6
AL;27;03304;Inhapi;5229;1082;0;91;11;375;39;0;2;51;3178;320;10;0;53;10;0;0;0;0;0;7
AL;27;03403;Jacaré dos Homens;1200;387;0;33;3;68;8;0;1;15;611;27;20;0;21;6;0;0;0;0;0;0
AL;27;03502;Jacuípe;861;309;0;17;0;53;35;0;1;14;380;12;21;0;17;0;0;0;0;0;1;1
AL;27;03601;Japaratinga;2044;881;0;33;0;117;56;0;38;19;767;55;15;0;39;8;0;0;0;0;0;16
AL;27;03700;Jaramataia;1104;415;0;30;1;93;9;0;0;17;476;40;7;0;11;4;0;0;0;0;0;1
AL;27;03759;Jequiá da Praia;1686;548;0;37;5;120;22;0;13;9;764;52;53;0;50;7;0;0;0;0;0;6
AL;27;03809;Joaquim Gomes;3358;1172;0;134;9;241;57;0;11;37;1412;57;99;0;97;22;0;0;0;0;1;9
AL;27;03908;Jundiá;823;322;0;28;1;67;23;0;0;8;326;14;16;0;16;2;0;0;0;0;0;0
AL;27;04005;Junqueiro;7225;1875;0;194;85;471;79;1;15;31;3118;843;127;0;232;139;3;0;0;0;0;12
AL;27;04104;Lagoa da Canoa;6357;1663;0;117;4;319;59;0;18;34;3453;547;51;0;59;15;0;0;0;0;0;18
AL;27;04203;Limoeiro de Anadia;6945;1728;0;211;12;500;68;1;23;36;3380;750;93;0;106;18;0;0;0;0;0;19
AL;27;04302;Maceió;408561;211308;0;9259;1476;27758;17126;17;8585;1476;97531;8682;2793;1;10209;3688;18;138;0;117;132;8247
AL;27;04401;Major Isidoro;4394;1252;0;132;30;274;46;0;1;32;2306;113;37;0;87;62;0;0;0;0;0;22
AL;27;04906;Mar Vermelho;1129;284;0;14;2;62;9;0;1;2;696;30;9;0;16;3;0;0;0;0;0;1
AL;27;04500;Maragogi;5938;2510;0;123;1;468;223;0;129;165;1766;286;66;0;120;9;0;5;0;0;5;62
AL;27;04807;Maribondo;3517;1306;0;80;2;290;65;0;23;18;1401;99;20;0;164;31;0;1;0;0;0;17
AL;27;04708;Marechal Deodoro;17059;7771;0;475;44;1063;593;0;1138;98;4118;432;223;0;669;137;0;3;0;0;16;279
AL;27;04609;Maravilha;2758;734;0;83;3;182;22;0;1;67;1553;48;10;0;41;11;0;1;0;0;0;2
AL;27;05002;Mata Grande;5145;1179;0;81;2;557;46;0;0;73;2974;138;26;0;53;12;0;0;0;0;0;4
AL;27;05101;Matriz de Camaragibe;5168;1921;0;168;1;361;147;0;149;43;1807;137;173;0;184;37;0;1;0;0;2;37
AL;27;05200;Messias;3373;1317;0;80;8;171;98;0;61;53;1251;101;121;0;69;26;0;0;0;0;0;17
AL;27;05309;Minador do Negrão;1680;486;0;69;0;128;11;0;0;13;910;21;8;0;20;8;0;0;0;0;0;6
AL;27;05408;Monteirópolis;1502;417;0;27;0;108;5;0;0;10;874;36;6;0;14;3;0;0;0;0;0;2
AL;27;05507;Murici;5900;1723;0;164;9;293;118;0;78;26;2752;409;137;0;134;28;0;3;0;0;2;24
AL;27;05606;Novo Lino;2104;989;0;109;10;125;77;0;5;36;588;28;70;0;48;9;0;0;0;0;0;10
AL;27;05705;Olho d'Água das Flores;7254;2163;0;269;22;543;98;0;9;97;3429;278;67;0;158;86;0;0;0;0;0;35
AL;27;05804;Olho d'Água do Casado;2109;699;0;49;1;145;11;0;6;16;1082;64;12;0;19;4;0;0;0;0;0;1
AL;27;05903;Olho d'Água Grande;1263;303;0;13;0;55;4;0;0;3;797;63;13;0;10;1;0;0;0;0;0;1
AL;27;06000;Olivença;2986;806;0;63;0;146;32;0;2;36;1765;66;14;0;37;7;0;0;0;0;0;12
AL;27;06109;Ouro Branco;3542;1032;0;146;18;237;48;0;0;73;1760;70;45;0;72;35;0;0;0;0;0;6
AL;27;06208;Palestina;734;255;0;13;1;58;11;0;1;21;335;16;5;0;12;1;0;0;0;0;0;5
AL;27;06307;Palmeira dos Índios;29976;10034;0;716;66;2047;552;0;83;352;13142;1927;90;0;555;244;7;2;0;1;2;156
AL;27;06406;Pão de Açúcar;4153;1173;0;94;10;250;55;0;3;99;2043;251;33;0;66;62;0;1;0;0;3;10
AL;27;06422;Pariconha;2753;614;0;43;0;237;21;0;7;61;1667;63;11;0;19;3;0;0;0;0;1;6
AL;27;06448;Paripueira;3325;1335;0;92;3;238;120;0;231;9;992;99;19;0;125;17;0;0;0;0;0;45
AL;27;06505;Passo de Camaragibe;2537;922;0;45;0;134;35;0;228;12;981;61;33;0;62;12;0;0;0;0;1;11
AL;27;06604;Paulo Jacinto;1593;409;0;17;1;108;16;0;7;13;951;31;9;0;19;7;0;0;0;0;0;5
AL;27;06703;Penedo;21853;6972;0;403;24;1269;428;0;461;93;8958;2250;343;0;446;107;2;2;0;0;5;90
AL;27;06802;Piaçabuçu;2781;926;0;34;0;248;58;0;67;18;1023;264;20;0;96;13;0;0;0;0;4;10
AL;27;06901;Pilar;9984;4216;0;185;42;481;233;0;303;65;2850;975;169;0;355;55;0;1;0;4;2;48
AL;27;07008;Pindoba;532;132;0;6;0;35;5;0;0;1;330;5;3;0;15;0;0;0;0;0;0;0
AL;27;07107;Piranhas;6880;1889;0;98;3;417;69;0;2;107;3821;346;20;0;73;10;0;1;0;0;2;22
AL;27;07206;Poço das Trincheiras;3371;835;0;90;3;215;36;0;1;74;1959;66;25;0;43;18;0;0;0;0;0;6
AL;27;07305;Porto Calvo;6927;2310;0;325;12;334;219;0;43;139;2831;331;114;0;202;29;0;0;0;0;4;34
AL;27;07404;Porto de Pedras;1965;679;0;39;1;104;29;0;100;17;826;91;8;0;50;3;0;1;0;0;1;16
AL;27;07503;Porto Real do Colégio;3158;929;0;53;5;164;39;0;11;33;1646;166;40;0;53;9;0;1;0;0;0;9
AL;27;07602;Quebrangulo;2599;688;0;41;2;186;47;0;3;22;1466;74;22;0;28;11;0;0;0;0;0;9
AL;27;07701;Rio Largo;22675;10341;0;615;176;1198;585;0;810;241;6874;420;340;0;604;333;4;1;0;0;12;121
AL;27;07800;Roteiro;1287;523;0;19;1;66;50;0;23;24;488;27;15;0;33;13;0;0;0;0;0;5
AL;27;07909;Santa Luzia do Norte;1561;728;0;28;0;81;36;0;49;5;516;15;48;0;43;6;0;0;0;0;0;6
AL;27;08006;Santana do Ipanema;21056;5536;0;636;29;1250;216;0;22;304;11324;943;92;0;447;152;0;1;0;0;11;93
AL;27;08105;Santana do Mundaú;3244;629;0;80;2;191;35;0;4;30;2046;146;16;0;45;13;0;0;0;0;0;7
AL;27;08204;São Brás;653;190;0;9;0;44;17;0;0;2;348;29;8;0;4;1;0;0;0;0;1;0
AL;27;08303;São José da Laje;4984;1590;0;146;1;255;114;0;25;75;2144;341;91;0;146;14;0;0;0;0;3;39
AL;27;08402;São José da Tapera;6909;2304;0;158;5;416;102;0;4;123;3295;279;57;0;123;26;0;0;0;0;3;14
AL;27;08501;São Luís do Quitunde;6481;2320;0;336;19;345;114;0;139;42;2292;216;269;0;256;109;1;0;0;0;1;22
AL;27;08600;São Miguel dos Campos;19102;6457;0;402;120;803;366;0;116;182;7559;1793;258;0;581;351;0;2;0;1;2;109
AL;27;08709;São Miguel dos Milagres;2513;932;0;51;0;191;51;0;142;6;881;177;7;0;47;10;0;0;0;0;0;18
AL;27;08808;São Sebastião;10107;2537;0;210;54;546;70;0;54;54;4924;1071;237;0;222;96;0;0;0;0;2;30
AL;27;08907;Satuba;6179;3065;0;147;37;341;163;0;149;33;1809;144;33;0;164;60;0;0;0;0;1;33
AL;27;08956;Senador Rui Palmeira;2596;659;0;54;1;210;29;0;2;34;1484;60;20;0;34;4;0;0;0;0;0;5
AL;27;09004;Tanque d'Arca;1719;482;0;25;1;80;33;0;4;16;976;37;14;0;40;4;0;1;0;0;0;6
AL;27;09103;Taquarana;6267;1521;0;123;8;392;64;0;7;93;3555;310;54;0;106;21;0;1;0;0;0;12
AL;27;09152;Teotônio Vilela;11096;3308;0;235;52;552;145;1;211;89;4657;1141;243;0;315;101;0;0;0;0;2;44
AL;27;09202;Traipu;4439;956;0;107;2;244;37;0;0;26;2812;158;43;0;39;3;0;0;0;0;1;11
AL;27;09301;União dos Palmares;22232;6068;0;607;33;1284;367;0;273;326;11185;1187;283;0;399;93;0;3;0;0;4;120
AL;27;09400;Viçosa;7253;2121;0;145;10;426;131;0;16;29;3922;197;50;0;145;31;2;0;0;0;0;28
AM;13;00029;Alvarães;943;20;0;17;0;46;1;0;0;0;606;224;7;0;0;0;0;0;0;0;22;0
AM;13;00060;Amaturá;392;5;0;8;0;17;2;0;0;1;233;122;1;0;2;0;0;0;0;0;1;0
AM;13;00086;Anamã;261;12;0;0;0;9;0;0;2;1;176;54;4;0;1;0;0;0;0;0;2;0
AM;13;00102;Anori;741;30;0;19;3;42;5;0;0;3;489;145;2;0;0;1;0;0;0;0;2;0
AM;13;00144;Apuí;5556;619;0;293;18;948;44;0;0;4;2787;715;37;0;32;35;0;0;0;0;4;20
AM;13;00201;Atalaia do Norte;683;26;0;3;0;35;5;0;0;1;369;241;1;0;0;0;0;0;0;0;0;2
AM;13;00300;Autazes;2946;324;0;68;1;201;45;0;3;7;1627;599;35;0;3;6;0;0;0;0;21;6
AM;13;00409;Barcelos;1395;130;0;19;1;78;15;0;1;3;789;347;0;0;1;1;0;0;0;0;7;3
AM;13;00508;Barreirinha;929;19;0;8;0;25;3;0;0;1;590;270;6;0;0;1;0;0;0;0;6;0
AM;13;00607;Benjamin Constant;2388;89;0;25;0;64;18;0;0;6;1190;982;4;0;0;3;0;0;0;0;5;2
AM;13;00631;Beruri;625;29;0;14;0;33;2;0;0;0;394;149;0;0;0;2;0;0;0;0;1;1
AM;13;00680;Boa Vista do Ramos;715;21;0;5;0;25;2;0;1;0;512;145;1;0;0;0;0;0;0;0;3;0
AM;13;00706;Boca do Acre;4537;709;0;86;15;289;22;1;0;8;2510;814;13;0;13;45;0;1;0;0;9;2
AM;13;00805;Borba;1169;72;0;25;0;70;12;0;1;0;691;284;7;0;0;0;0;0;0;0;6;1
AM;13;00839;Caapiranga;373;23;0;10;0;33;3;0;0;1;186;105;7;0;0;1;0;0;0;0;4;0
AM;13;00904;Canutama;389;24;0;6;0;27;1;0;0;0;231;89;1;0;0;0;0;0;0;0;10;0
AM;13;01001;Carauari;3305;125;0;56;0;109;18;0;0;2;2106;852;5;0;0;0;0;0;0;0;26;6
AM;13;01100;Careiro;3550;681;0;111;4;377;170;0;5;66;1636;302;121;0;14;8;0;1;0;0;45;9
AM;13;01159;Careiro da Várzea;598;144;0;33;5;56;40;0;3;26;178;43;49;0;0;4;0;0;0;1;16;0
AM;13;01209;Coari;13223;737;0;143;7;445;64;0;6;9;8208;3514;16;0;3;3;0;0;0;0;55;13
AM;13;01308;Codajás;913;42;0;13;0;57;6;0;1;3;617;168;4;0;0;0;0;0;0;0;1;1
AM;13;01407;Eirunepé;2595;126;0;45;0;98;13;0;0;4;1694;603;8;0;0;0;0;0;0;0;2;2
AM;13;01506;Envira;610;25;0;17;0;38;5;0;0;0;412;107;5;0;0;0;0;0;0;0;0;1
AM;13;01605;Fonte Boa;2038;31;0;22;0;66;7;0;1;1;1558;349;0;0;1;1;0;0;0;0;1;0
AM;13;01654;Guajará;615;154;0;22;0;105;7;0;0;1;209;100;12;0;2;0;0;0;0;0;1;2
AM;13;01704;Humaitá;12126;1564;0;393;92;925;82;0;11;16;5466;3207;63;0;130;126;0;0;0;1;22;28
AM;13;01803;Ipixuna;55;6;0;6;0;15;2;0;0;0;14;8;3;0;0;0;0;0;0;0;0;1
AM;13;01852;Iranduba;10344;2413;0;403;36;1047;230;2;21;60;4721;1007;182;0;56;98;0;1;0;1;37;29
AM;13;01902;Itacoatiara;29144;3885;0;406;47;1177;216;0;22;43;13100;9822;199;0;55;82;0;1;0;0;68;21
AM;13;01951;Itamarati;380;9;0;13;0;15;4;0;0;1;281;55;2;0;0;0;0;0;0;0;0;0
AM;13;02009;Itapiranga;1229;232;0;30;4;103;8;0;1;3;566;250;12;0;1;12;0;0;0;0;7;0
AM;13;02108;Japurá;513;12;0;8;0;20;2;0;0;0;376;91;4;0;0;0;0;0;0;0;0;0
AM;13;02207;Juruá;676;9;0;10;0;31;3;0;0;0;474;144;4;0;0;0;0;0;0;0;1;0
AM;13;02306;Jutaí;1091;12;0;8;0;47;3;0;1;2;863;149;3;0;0;2;0;0;0;0;0;1
AM;13;02405;Lábrea;3562;235;0;76;1;253;25;0;0;5;2043;871;12;0;5;12;0;0;0;0;13;11
AM;13;02504;Manacapuru;22678;3693;0;428;22;1421;367;0;8;108;10841;5372;178;0;40;67;0;1;0;0;83;49
AM;13;02553;Manaquiri;1112;185;0;24;0;103;22;0;1;12;631;104;10;0;0;0;0;0;0;0;20;0
AM;13;02603;Manaus;898617;426292;0;18627;4625;92068;27854;34;2022;3152;255426;30817;9140;0;4546;14674;6;101;0;108;1327;7798
AM;13;02702;Manicoré;3634;221;0;95;16;266;15;0;1;7;1732;1179;57;0;11;13;0;0;0;0;8;13
AM;13;02801;Maraã;754;9;0;7;0;20;7;0;0;1;524;183;0;0;0;0;0;0;0;0;3;0
AM;13;02900;Maués;6629;497;0;63;0;255;49;0;8;5;3535;2145;27;0;1;0;0;0;0;0;32;12
AM;13;03007;Nhamundá;845;10;0;9;0;13;3;0;0;0;470;332;8;0;0;0;0;0;0;0;0;0
AM;13;03106;Nova Olinda do Norte;1538;93;0;29;0;101;9;0;1;10;796;477;11;0;1;0;0;0;0;0;10;0
AM;13;03205;Novo Airão;1938;449;0;39;1;164;26;0;0;12;927;279;15;0;4;2;0;0;0;0;11;9
AM;13;03304;Novo Aripuanã;1168;32;0;23;0;54;4;0;0;4;772;260;8;0;2;1;0;0;0;0;6;2
AM;13;03403;Parintins;24781;1926;0;199;2;650;141;0;18;11;12496;9079;36;0;4;15;0;3;0;0;171;30
AM;13;03502;Pauini;395;24;0;5;0;20;7;0;0;1;265;69;1;0;0;0;0;0;0;0;2;1
AM;13;03536;Presidente Figueiredo;8922;2413;0;398;90;1115;295;0;7;64;3339;737;133;0;101;173;0;3;0;1;23;30
AM;13;03569;Rio Preto da Eva;6141;1224;0;230;24;820;112;0;12;27;2978;506;104;0;35;35;0;0;0;0;15;19
AM;13;03601;Santa Isabel do Rio Negro;542;17;0;12;0;31;6;0;2;4;287;175;4;0;0;0;0;0;0;0;2;2
AM;13;03700;Santo Antônio do Içá;1108;10;0;20;0;43;4;0;0;0;791;237;1;0;0;2;0;0;0;0;0;0
AM;13;03809;São Gabriel da Cachoeira;5051;1535;0;102;1;511;63;0;4;18;1781;940;42;0;10;2;0;2;0;0;28;12
AM;13;03908;São Paulo de Olivença;1588;21;0;14;0;37;9;0;0;1;1153;346;6;0;0;0;0;0;0;0;1;0
AM;13;03957;São Sebastião do Uatumã;415;22;0;8;0;19;0;0;0;1;280;76;2;0;1;0;0;0;0;0;6;0
AM;13;04005;Silves;709;64;0;12;0;55;10;0;0;10;321;80;5;0;1;110;0;0;0;0;41;0
AM;13;04062;Tabatinga;11866;1161;0;100;0;359;134;0;4;12;5717;4297;9;0;3;5;0;1;0;0;38;26
AM;13;04104;Tapauá;736;32;0;12;0;54;5;0;1;0;431;194;4;0;0;0;0;0;0;0;3;0
AM;13;04203;Tefé;15077;1151;0;96;1;453;77;0;1;23;8656;4428;29;0;9;3;1;1;0;0;130;18
AM;13;04237;Tonantins;601;3;0;6;0;22;3;0;0;0;428;135;1;0;0;1;0;0;0;0;2;0
AM;13;04260;Uarini;744;6;0;15;0;22;2;0;0;1;577;111;2;0;0;2;0;0;0;0;5;1
AM;13;04302;Urucará;1016;42;0;29;2;53;3;0;0;3;598;271;4;0;0;2;0;0;0;0;9;0
AM;13;04401;Urucurituba;841;34;0;9;0;44;8;0;1;0;521;212;2;0;0;2;0;0;0;0;8;0
AP;16;00105;Amapá;788;291;0;21;0;55;20;0;3;7;322;55;4;0;6;0;0;0;0;0;3;1
AP;16;00204;Calçoene;1035;265;0;34;5;77;16;0;2;2;541;62;6;0;12;10;0;0;0;0;2;1
AP;16;00212;Cutias;206;63;0;10;1;15;7;0;0;3;93;14;0;0;0;0;0;0;0;0;0;0
AP;16;00238;Ferreira Gomes;719;287;0;29;0;59;29;0;2;8;234;51;9;0;10;0;0;0;0;0;0;1
AP;16;00253;Itaubal;225;62;0;18;0;13;4;0;1;0;113;9;4;0;1;0;0;0;0;0;0;0
AP;16;00279;Laranjal do Jari;6452;1688;0;120;4;445;129;0;15;9;3137;813;31;0;9;9;0;0;0;0;9;34
AP;16;00303;Macapá;186886;79999;0;3521;430;23113;4439;13;789;375;57181;11985;838;0;1489;841;29;26;0;7;338;1473
AP;16;00402;Mazagão;1509;674;0;55;2;103;35;0;13;16;475;76;35;0;5;8;0;0;0;0;4;8
AP;16;00501;Oiapoque;4700;1383;0;108;26;353;63;0;56;7;2094;498;25;0;12;39;0;0;0;0;8;28
AP;16;00154;Pedra Branca do Amapari;957;305;0;47;3;81;56;0;1;9;336;72;29;0;7;1;0;0;0;2;5;3
AP;16;00535;Porto Grande;2865;948;0;92;16;202;94;0;11;12;1184;204;49;0;19;24;1;1;0;0;4;4
AP;16;00550;Pracuúba;188;71;0;12;0;18;5;0;0;3;73;2;2;0;2;0;0;0;0;0;0;0
AP;16;00600;Santana;34126;12923;0;778;165;3394;654;1;116;70;11350;2839;409;0;179;1048;20;0;0;1;53;126
AP;16;00055;Serra do Navio;591;260;0;20;3;46;40;0;0;3;180;26;6;0;3;4;0;0;0;0;0;0
AP;16;00709;Tartarugalzinho;801;233;0;44;2;67;36;0;1;11;350;39;6;0;6;3;0;0;0;0;2;1
AP;16;00808;Vitória do Jari;526;136;0;20;1;48;9;0;0;3;239;59;4;0;0;3;0;0;0;0;1;3
BA;29;00108;Abaíra;2568;1160;0;68;6;342;35;0;0;32;791;80;16;0;11;8;0;0;0;0;0;19
BA;29;00207;Abaré;2977;784;0;56;2;278;25;0;0;47;1655;63;31;0;26;1;0;1;0;0;2;6
BA;29;00306;Acajutiba;3235;1007;0;98;0;214;57;0;5;17;1437;312;28;0;52;0;0;0;0;0;2;6
BA;29;00355;Adustina;2436;324;0;27;0;157;10;0;0;6;1726;164;9;0;5;1;0;0;0;0;2;5
BA;29;00405;Água Fria;2680;988;0;40;1;148;52;0;4;27;1243;83;54;0;31;0;0;0;0;0;2;7
BA;29;00603;Aiquara;663;247;0;9;0;60;15;0;0;8;292;15;6;0;8;0;0;0;0;0;0;3
BA;29;00702;Alagoinhas;66774;27305;0;1611;451;4592;1817;7;462;447;18989;7192;726;1;1543;846;5;0;0;20;39;721
BA;29;00801;Alcobaça;5145;1888;0;90;3;485;98;0;16;13;1873;485;42;0;105;4;0;1;0;0;3;39
BA;29;00900;Almadina;872;424;0;18;0;77;31;0;1;5;270;25;6;0;12;0;0;0;0;0;2;1
BA;29;01007;Amargosa;14386;5809;0;364;24;1318;263;0;476;99;4976;645;123;0;154;31;0;0;0;0;8;96
BA;29;01106;Amélia Rodrigues;7805;3059;0;436;126;404;307;0;82;121;2105;756;45;0;183;146;1;1;0;1;6;26
BA;29;01155;América Dourada;2985;1353;0;56;4;231;29;0;0;20;1184;65;18;0;16;2;0;0;0;0;1;6
BA;29;01205;Anagé;3875;1616;0;159;24;359;54;0;7;96;1306;114;59;0;40;29;0;0;0;1;0;11
BA;29;01304;Andaraí;2190;751;0;63;3;238;40;0;0;24;949;41;35;0;17;6;0;1;0;0;1;21
BA;29;01353;Andorinha;4014;1543;0;107;8;472;67;0;4;24;1607;62;60;0;33;10;0;0;0;0;0;17
BA;29;01403;Angical;2851;966;0;55;7;359;25;0;10;26;1172;135;43;0;42;4;0;0;0;0;1;6
BA;29;01502;Anguera;1880;876;0;26;6;76;83;0;2;7;690;39;15;0;25;13;0;0;0;0;2;20
BA;29;01601;Antas;3108;723;0;60;5;211;23;0;0;10;1706;288;18;0;46;8;0;0;0;0;0;10
BA;29;01700;Antônio Cardoso;1860;649;0;21;3;64;32;0;1;35;950;44;29;0;15;13;0;0;0;0;0;4
BA;29;01809;Antônio Gonçalves;2141;794;0;36;9;185;32;0;3;19;954;60;17;0;18;9;0;0;0;0;0;5
BA;29;01908;Aporá;3511;1041;0;62;2;182;51;0;0;41;1769;249;47;0;55;7;0;0;0;0;0;5
